id,name
958,中国少数民族语言文化
959,文化创意与策划
9116,文化产业经营与管理
961,公共文化服务与管理
962,文物修复与保护
9117,文物考古技术
9118,文物展示利用技术
965,图书档案管理
9119,石窟寺保护技术
9120,数字图文信息处理技术
967,网络新闻与传播
9182,出版策划与编辑
969,出版商务
972,数字出版
9121,数字媒体设备应用与管理
975,播音与主持
976,广播影视节目制作
9122,数字广播电视技术
979,影视编导
974,新闻采编与制作
982,影视动画
978,影视制片管理
981,影视多媒体技术
983,影视照明技术与艺术
984,音像技术
985,录音技术与艺术
986,摄影摄像技术
9123,融媒体技术与运营
9124,网络直播与运营
987,传播与策划
9183,全媒体广告策划与营销
989,早期教育
9125,小学语文教育
9126,小学数学教育
9127,小学英语教育
9184,小学科学教育
1000,音乐教育
1001,美术教育
9128,小学道德与法治教育
1004,舞蹈教育
1008,现代教育技术
1009,心理健康教育
1012,应用英语
1013,旅游英语
1017,应用韩语
1014,商务日语
1015,应用日语
1016,旅游日语
1025,应用外语
9129,中文
1018,应用俄语
1019,应用法语
1021,应用西班牙语
1020,应用德语
1023,应用泰语
1022,应用越南语
1024,应用阿拉伯语
1030,社会体育
1031,休闲体育
1033,民族传统体育
1029,运动防护
1036,体育保健与康复
1037,健身指导与管理
9130,运动健康指导
9131,运动数据分析
1035,体育运营与管理
1262,电子竞技运动与管理
1032,高尔夫球运动与管理
9133,冰雪运动与管理
8559,冰雪设施运维与管理
1034,体育艺术表演
1038,治安管理
9134,道路交通管理
1044,特警
1057,警犬技术
1260,刑事侦查
9137,政治安全保卫
1059,经济犯罪侦查
1060,禁毒
1063,法律事务
1062,法律文秘
1064,检察事务
1065,刑事执行
1066,民事执行
1067,行政执行
1068,司法警务
1069,社区矫正
1070,刑事侦查技术
1072,司法信息技术
1073,司法鉴定技术
1074,司法信息安全
1075,罪犯心理测量与矫正技术
1076,戒毒矫治技术
1071,安全防范技术
9138,安全保卫管理
9139,智能安防运营管理
9140,党务工作
1080,青少年工作与管理
1081,社区管理与服务
1082,公共关系
1314,公益慈善事业管理
9141,民政服务与管理
1087,网络舆情监测
1088,公共事务管理
1090,质量管理与认证
1091,知识产权管理
9142,职业指导与服务
9143,标准化技术
9144,现代家政服务与管理
9145,智慧健康养老服务与管理
1095,社区康复
1094,婚庆服务与管理
1096,现代殡葬技术与管理
9146,殡葬设备维护技术
8560,陵园服务与管理
9185,现代文秘
